submission timestamp,customer name,customer email address,description,open/closed status,closed timestamp,paid,s_week,c_week
6/6/2016 8:24:00 PM|10:19:12 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,6/9/2016 9:07:12 PM|5:02:24 PM,32321,24,24
6/7/2016 1:55:12 AM|5:02:24 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,6/10/2016|9:07:12 AM,333,24,24
6/7/2016 4:48:00 AM|9:07:12 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,6/10/2016 5:31:12 AM|7:55:12 PM,323,24,24
6/7/2016 10:19:12 AM|7:55:12 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,6/10/2016 8:24:00 AM|1:26:24 AM,456,24,24
6/7/2016 1:12:00 PM|1:26:24 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,6/10/2016 1:55:12 PM|8:09:36 PM,8756,24,24
6/7/2016 6:43:12 PM|8:09:36 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,6/10/2016 4:48:00 PM|12:14:24 PM,6565,24,24
6/7/2016 9:36:00 PM|12:14:24 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,6/10/2016 10:19:12 PM|11:02:24 PM,,24,24
6/8/2016 3:07:12 AM|11:02:24 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,6/11/2016 1:12:00 AM|4:33:36 AM,458,24,24
6/8/2016 6:00:00 AM|4:33:36 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,6/11/2016 6:43:12 AM|11:16:48 PM,324,24,24
6/8/2016 11:31:12 AM|11:16:48 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,6/11/2016 9:36:00 AM|3:21:36 PM,156,24,24
6/8/2016 2:24:00 PM|3:21:36 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,6/11/2016 3:07:12 PM|2:09:36 AM,2121,24,24
6/8/2016 7:55:12 PM|2:09:36 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,6/11/2016 6:00:00 PM|7:40:48 AM,1233,24,24
6/8/2016 10:48:00 PM|7:40:48 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,6/11/2016 11:31:12 PM|2:24:00 AM,32321,24,24
6/9/2016 4:19:12 AM|2:24:00 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,6/12/2016 2:24:00 AM|6:28:48 PM,333,24,24
6/9/2016 7:12:00 AM|6:28:48 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,6/12/2016 7:55:12 AM|5:16:48 AM,323,24,24
6/9/2016 12:43:12 PM|5:16:48 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,6/12/2016 10:48:00 AM|10:48:00 AM,456,24,24
6/9/2016 3:36:00 PM|10:48:00 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,6/12/2016 4:19:12 PM|5:31:12 AM,8756,24,24
6/9/2016 9:07:12 PM|5:31:12 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,6/12/2016 7:12:00 PM|9:36:00 PM,6565,24,24
6/10/2016|9:36:00 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,6/13/2016 12:43:12 AM|8:24:00 AM,432,24,25
6/10/2016 5:31:12 AM|8:24:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,6/13/2016 3:36:00 AM|1:55:12 PM,458,24,25
6/10/2016 8:24:00 AM|1:55:12 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,6/13/2016 9:07:12 AM|8:38:24 AM,324,24,25
6/10/2016 1:55:12 PM|8:38:24 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,6/13/2016 12:00:00 PM|12:43:12 AM,156,24,25
6/10/2016 4:48:00 PM|12:43:12 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,6/13/2016 5:31:12 PM|11:31:12 AM,2121,24,25
6/10/2016 10:19:12 PM|11:31:12 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,6/13/2016 8:24:00 PM|5:02:24 PM,,24,25
6/11/2016 1:12:00 AM|5:02:24 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,6/14/2016 1:55:12 AM|11:45:36 AM,32321,24,25
6/11/2016 6:43:12 AM|11:45:36 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,6/14/2016 4:48:00 AM|3:50:24 AM,333,24,25
6/11/2016 9:36:00 AM|3:50:24 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,6/14/2016 10:19:12 AM|2:38:24 PM,323,24,25
6/11/2016 3:07:12 PM|2:38:24 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,6/14/2016 1:12:00 PM|8:09:36 PM,456,24,25
6/11/2016 6:00:00 PM|8:09:36 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,6/14/2016 6:43:12 PM|2:52:48 PM,8756,24,25
6/11/2016 11:31:12 PM|2:52:48 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,6/14/2016 9:36:00 PM|6:57:36 AM,6565,24,25
6/12/2016 2:24:00 AM|6:57:36 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,6/15/2016 3:07:12 AM|5:45:36 PM,432,24,25
6/12/2016 7:55:12 AM|5:45:36 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,6/15/2016 6:00:00 AM|11:16:48 PM,458,24,25
6/12/2016 10:48:00 AM|11:16:48 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,6/15/2016 11:31:12 AM|6:00:00 PM,324,24,25
6/12/2016 4:19:12 PM|6:00:00 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,6/15/2016 2:24:00 PM|10:04:48 AM,156,24,25
6/12/2016 7:12:00 PM|10:04:48 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,6/15/2016 7:55:12 PM|8:52:48 PM,2121,24,25
6/13/2016 12:43:12 AM|8:52:48 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,6/15/2016 10:48:00 PM|2:24:00 AM,1233,25,25
6/13/2016 3:36:00 AM|2:24:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,6/16/2016 4:19:12 AM|9:07:12 PM,32321,25,25
6/13/2016 9:07:12 AM|9:07:12 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,6/16/2016 7:12:00 AM|1:12:00 PM,333,25,25
6/13/2016 12:00:00 PM|1:12:00 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,6/16/2016 12:43:12 PM|12:00:00 AM,323,25,25
6/13/2016 5:31:12 PM|12:00:00 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,6/16/2016 3:36:00 PM|5:31:12 AM,456,25,25
6/13/2016 8:24:00 PM|5:31:12 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,6/16/2016 9:07:12 PM|12:14:24 AM,,25,25
6/14/2016 1:55:12 AM|12:14:24 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,6/17/2016|4:19:12 PM,6565,25,25
6/14/2016 4:48:00 AM|4:19:12 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,6/17/2016 5:31:12 AM|3:07:12 AM,432,25,25
6/14/2016 10:19:12 AM|3:07:12 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,6/17/2016 8:24:00 AM|8:38:24 AM,458,25,25
6/14/2016 1:12:00 PM|8:38:24 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,6/17/2016 1:55:12 PM|3:21:36 AM,324,25,25
6/14/2016 6:43:12 PM|3:21:36 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,6/17/2016 4:48:00 PM|7:26:24 PM,156,25,25
6/14/2016 9:36:00 PM|7:26:24 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,6/17/2016 10:19:12 PM|6:14:24 AM,2121,25,25
6/15/2016 3:07:12 AM|6:14:24 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,6/18/2016 1:12:00 AM|11:45:36 AM,1233,25,25
6/15/2016 6:00:00 AM|11:45:36 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,6/18/2016 6:43:12 AM|6:28:48 AM,32321,25,25
6/15/2016 11:31:12 AM|6:28:48 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,6/18/2016 9:36:00 AM|10:33:36 PM,333,25,25
6/15/2016 2:24:00 PM|10:33:36 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,6/18/2016 3:07:12 PM|9:21:36 AM,323,25,25
6/15/2016 7:55:12 PM|9:21:36 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,6/18/2016 6:00:00 PM|2:52:48 PM,456,25,25
6/15/2016 10:48:00 PM|2:52:48 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,6/18/2016 11:31:12 PM|9:36:00 AM,8756,25,25
6/16/2016 4:19:12 AM|9:36:00 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,6/19/2016 2:24:00 AM|1:40:48 AM,6565,25,25
6/16/2016 7:12:00 AM|1:40:48 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,6/19/2016 7:55:12 AM|12:28:48 PM,432,25,25
6/16/2016 12:43:12 PM|12:28:48 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,6/19/2016 10:48:00 AM|6:00:00 PM,458,25,25
6/16/2016 3:36:00 PM|6:00:00 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,6/19/2016 4:19:12 PM|12:43:12 PM,324,25,25
6/16/2016 9:07:12 PM|12:43:12 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,6/19/2016 7:12:00 PM|4:48:00 AM,,25,25
6/17/2016|4:48:00 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,6/20/2016 12:43:12 AM|3:36:00 PM,2121,25,26
6/17/2016 5:31:12 AM|3:36:00 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,6/20/2016 3:36:00 AM|9:07:12 PM,1233,25,26
6/17/2016 8:24:00 AM|9:07:12 PM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,6/20/2016 9:07:12 AM|3:50:24 PM,32321,25,26
6/17/2016 1:55:12 PM|3:50:24 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,6/20/2016 12:00:00 PM|7:55:12 AM,333,25,26
6/17/2016 4:48:00 PM|7:55:12 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,6/20/2016 5:31:12 PM|6:43:12 PM,323,25,26
6/17/2016 10:19:12 PM|6:43:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,6/20/2016 8:24:00 PM|12:14:24 AM,456,25,26
6/18/2016 1:12:00 AM|12:14:24 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,6/21/2016 1:55:12 AM|6:57:36 PM,8756,25,26
6/18/2016 6:43:12 AM|6:57:36 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,6/21/2016 4:48:00 AM|11:02:24 AM,6565,25,26
6/18/2016 9:36:00 AM|11:02:24 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,6/21/2016 10:19:12 AM|9:50:24 PM,432,25,26
6/18/2016 3:07:12 PM|9:50:24 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,6/21/2016 1:12:00 PM|3:21:36 AM,458,25,26
6/18/2016 6:00:00 PM|3:21:36 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,6/21/2016 6:43:12 PM|10:04:48 PM,324,25,26
6/18/2016 11:31:12 PM|10:04:48 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,6/21/2016 9:36:00 PM|2:09:36 PM,156,25,26
6/19/2016 2:24:00 AM|2:09:36 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,6/22/2016 3:07:12 AM|12:57:36 AM,2121,25,26
6/19/2016 7:55:12 AM|12:57:36 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,6/22/2016 6:00:00 AM|6:28:48 AM,1233,25,26
6/19/2016 10:48:00 AM|6:28:48 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,6/22/2016 11:31:12 AM|1:12:00 AM,32321,25,26
6/19/2016 4:19:12 PM|1:12:00 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,6/22/2016 2:24:00 PM|5:16:48 PM,333,25,26
6/19/2016 7:12:00 PM|5:16:48 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,6/22/2016 7:55:12 PM|4:04:48 AM,,25,26
6/20/2016 12:43:12 AM|4:04:48 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,6/22/2016 10:48:00 PM|9:36:00 AM,456,26,26
6/20/2016 3:36:00 AM|9:36:00 AM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,6/23/2016 4:19:12 AM|4:19:12 AM,8756,26,26
6/20/2016 9:07:12 AM|4:19:12 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,6/23/2016 7:12:00 AM|8:24:00 PM,6565,26,26
6/20/2016 12:00:00 PM|8:24:00 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,6/23/2016 12:43:12 PM|7:12:00 AM,432,26,26
6/20/2016 5:31:12 PM|7:12:00 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,6/23/2016 3:36:00 PM|12:43:12 PM,458,26,26
6/20/2016 8:24:00 PM|12:43:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,6/23/2016 9:07:12 PM|7:26:24 AM,324,26,26
6/21/2016 1:55:12 AM|7:26:24 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,6/24/2016|11:31:12 PM,156,26,26
6/21/2016 4:48:00 AM|11:31:12 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,6/24/2016 5:31:12 AM|10:19:12 AM,2121,26,26
6/21/2016 10:19:12 AM|10:19:12 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,6/24/2016 8:24:00 AM|3:50:24 PM,1233,26,26
6/21/2016 1:12:00 PM|3:50:24 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,6/24/2016 1:55:12 PM|10:33:36 AM,32321,26,26
6/21/2016 6:43:12 PM|10:33:36 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,6/24/2016 4:48:00 PM|2:38:24 AM,333,26,26
6/21/2016 9:36:00 PM|2:38:24 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,6/24/2016 10:19:12 PM|1:26:24 PM,323,26,26
6/22/2016 3:07:12 AM|1:26:24 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,6/25/2016 1:12:00 AM|6:57:36 PM,456,26,26
6/22/2016 6:00:00 AM|6:57:36 PM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,6/25/2016 6:43:12 AM|1:40:48 PM,8756,26,26
6/22/2016 11:31:12 AM|1:40:48 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,6/25/2016 9:36:00 AM|5:45:36 AM,6565,26,26
6/22/2016 2:24:00 PM|5:45:36 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,6/25/2016 3:07:12 PM|4:33:36 PM,432,26,26
6/22/2016 7:55:12 PM|4:33:36 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,6/25/2016 6:00:00 PM|10:04:48 PM,,26,26
6/22/2016 10:48:00 PM|10:04:48 PM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,6/25/2016 11:31:12 PM|4:48:00 PM,324,26,26
6/23/2016 4:19:12 AM|4:48:00 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,6/26/2016 2:24:00 AM|8:52:48 AM,156,26,26
6/23/2016 7:12:00 AM|8:52:48 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,6/26/2016 7:55:12 AM|7:40:48 PM,2121,26,26
6/23/2016 12:43:12 PM|7:40:48 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,6/26/2016 10:48:00 AM|1:12:00 AM,1233,26,26
6/23/2016 3:36:00 PM|1:12:00 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,6/26/2016 4:19:12 PM|7:55:12 PM,32321,26,26
6/23/2016 9:07:12 PM|7:55:12 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,6/26/2016 7:12:00 PM|12:00:00 PM,333,26,26
6/24/2016|12:00:00 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,6/27/2016 12:43:12 AM|10:48:00 PM,323,26,27
6/24/2016 5:31:12 AM|10:48:00 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,6/27/2016 3:36:00 AM|4:19:12 AM,456,26,27
6/24/2016 8:24:00 AM|4:19:12 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,6/27/2016 9:07:12 AM|11:02:24 PM,8756,26,27
6/24/2016 1:55:12 PM|11:02:24 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,6/27/2016 12:00:00 PM|3:07:12 PM,6565,26,27
6/24/2016 4:48:00 PM|3:07:12 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,6/27/2016 5:31:12 PM|1:55:12 AM,432,26,27
6/24/2016 10:19:12 PM|1:55:12 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,6/27/2016 8:24:00 PM|7:26:24 AM,458,26,27
6/25/2016 1:12:00 AM|7:26:24 AM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,6/28/2016 1:55:12 AM|2:09:36 AM,324,26,27
6/25/2016 6:43:12 AM|2:09:36 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,6/28/2016 4:48:00 AM|6:14:24 PM,156,26,27
6/25/2016 9:36:00 AM|6:14:24 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,6/28/2016 10:19:12 AM|5:02:24 AM,2121,26,27
6/25/2016 3:07:12 PM|5:02:24 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,6/28/2016 1:12:00 PM|10:33:36 AM,1233,26,27
6/25/2016 6:00:00 PM|10:33:36 AM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,6/28/2016 6:43:12 PM|5:16:48 AM,,26,27
6/25/2016 11:31:12 PM|5:16:48 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,6/28/2016 9:36:00 PM|9:21:36 PM,333,26,27
6/26/2016 2:24:00 AM|9:21:36 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,6/29/2016 3:07:12 AM|8:09:36 AM,323,26,27
6/26/2016 7:55:12 AM|8:09:36 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,6/29/2016 6:00:00 AM|1:40:48 PM,456,26,27
6/26/2016 10:48:00 AM|1:40:48 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,6/29/2016 11:31:12 AM|8:24:00 AM,8756,26,27
6/26/2016 4:19:12 PM|8:24:00 AM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,6/29/2016 2:24:00 PM|12:28:48 AM,6565,26,27
6/26/2016 7:12:00 PM|12:28:48 AM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,6/29/2016 7:55:12 PM|11:16:48 AM,432,26,27
6/27/2016 12:43:12 AM|11:16:48 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,6/29/2016 10:48:00 PM|4:48:00 PM,458,27,27
6/27/2016 3:36:00 AM|4:48:00 PM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,6/30/2016 4:19:12 AM|11:31:12 AM,324,27,27
6/27/2016 9:07:12 AM|11:31:12 AM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,6/30/2016 7:12:00 AM|3:36:00 AM,156,27,27
6/27/2016 12:00:00 PM|3:36:00 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,6/30/2016 12:43:12 PM|2:24:00 PM,2121,27,27
6/27/2016 5:31:12 PM|2:24:00 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,6/30/2016 3:36:00 PM|7:55:12 PM,1233,27,27
6/27/2016 8:24:00 PM|7:55:12 PM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,6/30/2016 9:07:12 PM|2:38:24 PM,32321,27,27
6/28/2016 1:55:12 AM|2:38:24 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,7/1/2016|6:43:12 AM,333,27,27
6/28/2016 4:48:00 AM|6:43:12 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,7/1/2016 5:31:12 AM|5:31:12 PM,323,27,27
6/28/2016 10:19:12 AM|5:31:12 PM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,7/1/2016 8:24:00 AM|11:02:24 PM,456,27,27
6/28/2016 1:12:00 PM|11:02:24 PM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,7/1/2016 1:55:12 PM|5:45:36 PM,8756,27,27
6/28/2016 6:43:12 PM|5:45:36 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,7/1/2016 4:48:00 PM|9:50:24 AM,,27,27
6/28/2016 9:36:00 PM|9:50:24 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,7/1/2016 10:19:12 PM|8:38:24 PM,432,27,27
6/29/2016 3:07:12 AM|8:38:24 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,7/2/2016 1:12:00 AM|2:09:36 AM,458,27,27
6/29/2016 6:00:00 AM|2:09:36 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,7/2/2016 6:43:12 AM|8:52:48 PM,324,27,27
6/29/2016 11:31:12 AM|8:52:48 PM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,7/2/2016 9:36:00 AM|12:57:36 PM,156,27,27
6/29/2016 2:24:00 PM|12:57:36 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,7/2/2016 3:07:12 PM|11:45:36 PM,2121,27,27
6/29/2016 7:55:12 PM|11:45:36 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,7/2/2016 6:00:00 PM|5:16:48 AM,1233,27,27
6/29/2016 10:48:00 PM|5:16:48 AM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,7/2/2016 11:31:12 PM|12:00:00 AM,32321,27,27
6/30/2016 4:19:12 AM|12:00:00 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,7/3/2016 2:24:00 AM|4:04:48 PM,333,27,27
6/30/2016 7:12:00 AM|4:04:48 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,7/3/2016 7:55:12 AM|2:52:48 AM,323,27,27
6/30/2016 12:43:12 PM|2:52:48 AM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,7/3/2016 10:48:00 AM|8:24:00 AM,456,27,27
6/30/2016 3:36:00 PM|8:24:00 AM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,7/3/2016 4:19:12 PM|3:07:12 AM,8756,27,27
6/30/2016 9:07:12 PM|3:07:12 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,7/3/2016 7:12:00 PM|7:12:00 PM,6565,27,27
7/1/2016|7:12:00 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,7/4/2016 12:43:12 AM|6:00:00 AM,432,27,28
7/1/2016 5:31:12 AM|6:00:00 AM,Chocho Discoto,ChochoDiscoto@email.com,Issue with the web page,Closed,7/4/2016 3:36:00 AM|11:31:12 AM,458,27,28
7/1/2016 8:24:00 AM|11:31:12 AM,Bebcho K,BebchoK@gmail.com,Issue with the router,Closed,7/4/2016 9:07:12 AM|6:14:24 AM,324,27,28
7/1/2016 1:55:12 PM|6:14:24 AM,Choli Poli,CholiPoli@yahoo.com,Issue with the server,Closed,7/4/2016 12:00:00 PM|10:19:12 PM,156,27,28
7/1/2016 4:48:00 PM|10:19:12 PM,Dear Beer,DearBeer@email.com,issue with transaction fee,Open,7/4/2016 5:31:12 PM|9:07:12 AM,,27,28
7/1/2016 10:19:12 PM|9:07:12 AM,Free Money,FreeMoney@gmail.com,Issue with the server,Closed,7/4/2016 8:24:00 PM|2:38:24 PM,1233,27,28
7/2/2016 1:12:00 AM|2:38:24 PM,John Peper,JohnPeper@yahoo.com,Issue with the web page,Closed,7/5/2016 1:55:12 AM|9:21:36 AM,32321,27,28
7/2/2016 6:43:12 AM|9:21:36 AM,Ivan Chou,IvanChou@email.com,Issue with the web page,Closed,7/5/2016 4:48:00 AM|1:26:24 AM,333,27,28
7/2/2016 9:36:00 AM|1:26:24 AM,Lyudmil Petrov,LyudmilPetrov@gmail.com,issue with transaction fee,Closed,7/5/2016 10:19:12 AM|12:14:24 PM,323,27,28
7/2/2016 3:07:12 PM|12:14:24 PM,Take Bill,TakeBill@yahoo.com,Issue with the server,Closed,7/5/2016 1:12:00 PM|5:45:36 PM,456,27,28
7/2/2016 6:00:00 PM|5:45:36 PM,Zdrasti Prrasti,ZdrastiPrrasti@email.com,Issue with the web page,Closed,7/5/2016 6:43:12 PM|12:28:48 PM,8756,27,28
7/2/2016 11:31:12 PM|12:28:48 PM,Chocho Discoto,ChochoDiscoto@gmail.com,Issue with the router,Closed,7/5/2016 9:36:00 PM|4:33:36 AM,6565,27,28
7/3/2016 2:24:00 AM|4:33:36 AM,Bebcho K,BebchoK@yahoo.com,Issue with the router,Closed,7/6/2016 3:07:12 AM|3:21:36 PM,432,27,28
7/3/2016 7:55:12 AM|3:21:36 PM,Choli Poli,CholiPoli@email.com,Issue with the server,Closed,7/6/2016 6:00:00 AM|8:52:48 PM,458,27,28
7/3/2016 10:48:00 AM|8:52:48 PM,Ivan Chou,IvanChou@yahoo.com,Issue with the server,Closed,7/6/2016 11:31:12 AM|3:36:00 PM,324,27,28
7/3/2016 4:19:12 PM|3:36:00 PM,Lyudmil Petrov,LyudmilPetrov@email.com,Issue with the web page,Closed,7/6/2016 2:24:00 PM|7:40:48 AM,156,27,28
7/3/2016 7:12:00 PM|7:40:48 AM,Take Bill,TakeBill@gmail.com,issue with transaction fee,Closed,7/6/2016 7:55:12 PM|6:28:48 PM,2121,27,28
7/4/2016 12:43:12 AM|6:28:48 PM,Zdrasti Prrasti,ZdrastiPrrasti@yahoo.com,Issue with the server,Closed,7/6/2016 10:48:00 PM|12:00:00 AM,1233,28,28
